release_1_filename,subject_id,video_id,filename,duration,num_lang,cohort,video_name,age_in_months,date_tested,comments
00370001_GX020018_02.19.2024-02.25.2024_02.18.2024-7:07am,00370001,GX020018,00370001_GX020018_02.19.2024-02.25.2024_02.24.2024-7:30am,832.85,1,release_1,00370001_GX020018_02.19.2024-02.25.2024_02.24.2024-7:30am,11.498028909329829,2024-02-24,NA
00370001_GX010023_02.26.2024-03.03.2024_03.03.2024-2:40pm,00370001,GX010023,00370001_GX010023_02.26.2024-03.03.2024_03.03.2024-2:40pm,896.92,1,release_1,00370001_GX010023_02.26.2024-03.03.2024_03.03.2024-2:40pm,11.76084099868594,2024-03-03,NA
00370001_GX020024_03.11.2024-03.17.2024_03.13.2024-6:49am,00370001,GX020024,00370001_GX020024_03.11.2024-03.17.2024_03.13.2024-6:49am,535.24,1,release_1,00370001_GX020024_03.11.2024-03.17.2024_03.13.2024-6:49am,12.089356110381077,2024-03-13,NA
00370001_GX020026_03.11.2024-03.17.2024_03.16.2024-6:00pm,00370001,GX020026,00370001_GX020026_03.11.2024-03.17.2024_03.16.2024-6:00pm,459.09,1,release_1,00370001_GX020026_03.11.2024-03.17.2024_03.16.2024-6:00pm,12.187910643889618,2024-03-16,NA
00370001_GX010030_03.25.2024-03.31.2024_03.26.2024-6:30pm,00370001,GX010030,00370001_GX010030_03.25.2024-03.31.2024_03.26.2024-6:30pm,704.73,1,release_1,00370001_GX010030_03.25.2024-03.31.2024_03.26.2024-6:30pm,12.516425755584756,2024-03-26,NA
00370001_GX010034_04.01.2024-04.07.2024_04.04.2024-4:19pm,00370001,GX010034,00370001_GX010034_04.01.2024-04.07.2024_04.04.2024-4:19pm,704.73,1,release_1,00370001_GX010034_04.01.2024-04.07.2024_04.04.2024-4:19pm,12.81208935611038,2024-04-04,NA
00370001_GX010044_04.08.2024-04.14.2024_04.14.2024-7:45am,00370001,GX010044,00370001_GX010044_04.08.2024-04.14.2024_04.14.2024-7:45am,690.09,1,release_1,00370001_GX010044_04.08.2024-04.14.2024_04.14.2024-7:45am,13.140604467805518,2024-04-14,NA
00370001_GX020046_04.15.2024-04.21.2024_04.21.2024-4:12pm,00370001,GX020046,00370001_GX020046_04.15.2024-04.21.2024_04.21.2024-4:12pm,481.88,1,release_1,00370001_GX020046_04.15.2024-04.21.2024_04.21.2024-4:12pm,13.370565045992116,2024-04-21,NA
00370001_GX010051_04.22.2024-04.28.2024_04.25.2024-10:00am,00370001,GX010051,00370001_GX010051_04.22.2024-04.28.2024_04.25.2024-10:00am,704.73,1,release_1,00370001_GX010051_04.22.2024-04.28.2024_04.25.2024-10:00am,13.501971090670171,2024-04-25,NA
00370002_GX010002_02.12.2024-02.18.2024_01.24.2024-4:00pm,00370002,GX010002,00370002_GX010002_01.22.2024-01.28.2024_01.24.2024-4:00pm,25.23,1,release_1,00370002_GX010002_01.22.2024-01.28.2024_01.24.2024-4:00pm,8.902759526938238,2024-01-24,NA
00370002_GX010002_02.12.2024-02.18.2024_01.24.2024-4:00pm,00370002,GX010002,00370002_GX010002_02.12.2024-02.18.2024_02.14.2024-2:00pm,704.73,1,release_1,00370002_GX010002_02.12.2024-02.18.2024_02.14.2024-2:00pm,9.592641261498029,2024-02-14,NA
00370002_GX010002_02.12.2024-02.18.2024_01.24.2024-4:00pm,00370002,GX010002,00370002_GX010002_09.16.2024-09.22.2024_09.22.2024-12:38pm,1217.24,1,ongoing,00370002_GX010002_09.16.2024-09.22.2024_09.22.2024-12:38pm,16.852825229960576,2024-09-22,NA
00370002_GX020003_01.29.2024-02.04.2024_01.31.2024-9:42am,00370002,GX020003,00370002_GX020003_01.29.2024-02.04.2024_01.31.2024-9:42am,832.85,1,release_1,00370002_GX020003_01.29.2024-02.04.2024_01.31.2024-9:42am,9.132720105124836,2024-01-31,NA
00370002_GX020003_01.29.2024-02.04.2024_01.31.2024-9:42am,00370002,GX020003,00370002_GX020003_09.23.2024-09.29.2024_09.26.2024-10:35am,896.92,1,ongoing,00370002_GX020003_09.23.2024-09.29.2024_09.26.2024-10:35am,16.98423127463863,2024-09-26,NA
00370002_GX010006_02.12.2024-02.18.2024_02.02.2024-11:03am,00370002,GX010006,00370002_GX010006_01.29.2024-02.04.2024_02.02.2024-11:03am,832.85,1,release_1,00370002_GX010006_01.29.2024-02.04.2024_02.02.2024-11:03am,9.198423127463863,2024-02-02,NA
00370002_GX010006_02.12.2024-02.18.2024_02.02.2024-11:03am,00370002,GX010006,00370002_GX010006_02.12.2024-02.18.2024_02.18.2024-4:44pm,579.85,1,release_1,00370002_GX010006_02.12.2024-02.18.2024_02.18.2024-4:44pm,9.724047306176084,2024-02-18,NA
00370002_GX010006_02.12.2024-02.18.2024_02.02.2024-11:03am,00370002,GX010006,00370002_GX010006_02.19.2024-02.25.2024_02.22.2024-6:09pm,960.98,1,release_1,00370002_GX010006_02.19.2024-02.25.2024_02.22.2024-6:09pm,9.85545335085414,2024-02-22,NA
00370002_GX010006_02.12.2024-02.18.2024_02.02.2024-11:03am,00370002,GX010006,00370002_GX010006_09.23.2024-09.29.2024_09.29.2024-NA,337.9,1,ongoing,00370002_GX010006_09.23.2024-09.29.2024_09.29.2024-NA,17.082785808147175,2024-09-29,NA
00370002_GX010012_01.29.2024-02.04.2024_02.03.2024-4:09pm,00370002,GX010012,00370002_GX010012_01.29.2024-02.04.2024_02.03.2024-4:09pm,704.73,1,release_1,00370002_GX010012_01.29.2024-02.04.2024_02.03.2024-4:09pm,9.231274638633376,2024-02-03,NA
00370002_GX010012_01.29.2024-02.04.2024_02.03.2024-4:09pm,00370002,GX010012,00370002_GX010012_03.11.2024-03.17.2024_03.17.2024-2:49pm,84.55,1,release_1,00370002_GX010012_03.11.2024-03.17.2024_03.17.2024-2:49pm,10.64388961892247,2024-03-17,NA
00370002_GX020007_02.26.2024-03.03.2024_02.29.2024-10:26am,00370002,GX020007,00370002_GX020007_02.26.2024-03.03.2024_02.29.2024-10:26am,704.73,1,release_1,00370002_GX020007_02.26.2024-03.03.2024_02.29.2024-10:26am,10.085413929040735,2024-02-29,NA
00370002_GX020007_02.26.2024-03.03.2024_02.29.2024-10:26am,00370002,GX020007,00370002_GX020007_09.30.2024-10.06.2024_10.06.2024-5:19pm,960.98,1,ongoing,00370002_GX020007_09.30.2024-10.06.2024_10.06.2024-5:19pm,17.31274638633377,2024-10-06,NA
00370002_GX020011_03.11.2024-03.17.2024_03.15.2024-2:43pm,00370002,GX020011,00370002_GX020011_03.11.2024-03.17.2024_03.15.2024-2:43pm,704.73,1,release_1,00370002_GX020011_03.11.2024-03.17.2024_03.15.2024-2:43pm,10.578186596583443,2024-03-15,NA
00370002_GX020011_03.11.2024-03.17.2024_03.15.2024-2:43pm,00370002,GX020011,00370002_GX020011_10.07.2024-10.13.2024_10.13.2024-9:37am,896.92,1,ongoing,00370002_GX020011_10.07.2024-10.13.2024_10.13.2024-9:37am,17.542706964520367,2024-10-13,NA
00370002_GX030014_03.18.2024-03.24.2024_03.23.2024-4:12pm,00370002,GX030014,00370002_GX030014_03.18.2024-03.24.2024_03.23.2024-4:12pm,768.79,1,release_1,00370002_GX030014_03.18.2024-03.24.2024_03.23.2024-4:12pm,10.840998685939553,2024-03-23,NA
00370002_GX030014_03.18.2024-03.24.2024_03.23.2024-4:12pm,00370002,GX030014,00370002_GX030014_10.14.2024-10.20.2024_10.20.2024-11:15am,756.16,1,ongoing,00370002_GX030014_10.14.2024-10.20.2024_10.20.2024-11:15am,17.772667542706962,2024-10-20,NA
00370002_GX010016_04.01.2024-04.07.2024_04.07.2024-5:02pm,00370002,GX010016,00370002_GX010016_04.01.2024-04.07.2024_04.07.2024-5:02pm,1025.05,1,release_1,00370002_GX010016_04.01.2024-04.07.2024_04.07.2024-5:02pm,11.333771353482259,2024-04-07,NA
00370002_GX010018_04.08.2024-04.14.2024_04.14.2024-10:00am,00370002,GX010018,00370002_GX010018_04.08.2024-04.14.2024_04.14.2024-10:00am,896.92,1,release_1,00370002_GX010018_04.08.2024-04.14.2024_04.14.2024-10:00am,11.563731931668856,2024-04-14,NA
00370002_GX020020_04.22.2024-04.28.2024_2024-04-27-00:31:00,00370002,GX020020,00370002_GX020020_04.22.2024-04.28.2024_04.26.2024-2:45pm,704.73,1,release_1,00370002_GX020020_04.22.2024-04.28.2024_04.26.2024-2:45pm,11.957950065703022,2024-04-26,NA
00370002_GX010022_04.29.2024-05.05.2024_2024-05-04-01:24:43,00370002,GX010022,00370002_GX010022_04.29.2024-05.05.2024_05.03.2024-4:55pm,832.85,1,release_1,00370002_GX010022_04.29.2024-05.05.2024_05.03.2024-4:55pm,12.187910643889618,2024-05-03,NA
00400001_GX020015_06.12.2023-06.18.2023_06.15.2023-6:00pm,00400001,GX020015,00400001_GX020015_06.12.2023-06.18.2023_06.15.2023-6:00pm,557.49,1,release_1,00400001_GX020015_06.12.2023-06.18.2023_06.15.2023-6:00pm,10.348226018396845,2023-06-15,NA
00400001_GX020019_06.12.2023-06.18.2023_06.18.2023-9:47am,00400001,GX020019,00400001_GX020019_06.12.2023-06.18.2023_06.18.2023-9:47am,602.87,1,release_1,00400001_GX020019_06.12.2023-06.18.2023_06.18.2023-9:47am,10.446780551905388,2023-06-18,NA
00400001_GX020022_06.19.2023-06.25.2023_06.20.2023-7:16am,00400001,GX020022,00400001_GX020022_06.19.2023-06.25.2023_06.20.2023-7:16am,896.92,1,release_1,00400001_GX020022_06.19.2023-06.25.2023_06.20.2023-7:16am,10.512483574244415,2023-06-20,NA
00400001_GX020024_06.26.2023-07.02.2023_06.26.2023-5:21pm,00400001,GX020024,00400001_GX020024_06.26.2023-07.02.2023_06.26.2023-5:21pm,1025.05,1,release_1,00400001_GX020024_06.26.2023-07.02.2023_06.26.2023-5:21pm,10.709592641261498,2023-06-26,NA
00400001_GX020024_2_06.26.2023-07.02.2023_06.30.2023-8:00am,00400001,GX020024,00400001_GX020024_06.26.2023-07.02.2023_06.26.2023-5:21pm,1025.05,1,release_1,00400001_GX020024_06.26.2023-07.02.2023_06.26.2023-5:21pm,10.709592641261498,2023-06-26,NA
00400001_GX050025_06.26.2023-07.02.2023_07.01.2023-2:05pm,00400001,GX050025,00400001_GX050025_06.26.2023-07.02.2023_07.01.2023-2:05pm,386.18,1,release_1,00400001_GX050025_06.26.2023-07.02.2023_07.01.2023-2:05pm,10.873850197109066,2023-07-01,NA
00400001_GX030027_07.03.2023-07.09.2023_07.03.2023-NA,00400001,GX030027,00400001_GX030027_07.03.2023-07.09.2023_07.03.2023-NA,960.98,1,release_1,00400001_GX030027_07.03.2023-07.09.2023_07.03.2023-NA,10.939553219448094,2023-07-03,NA
00400001_GX010029_1_07.03.2023-07.09.2023_07.06.2023-7:37am,00400001,GX010029,00400001_GX010029_07.03.2023-07.09.2023_07.04.2023-11:18am,896.92,1,release_1,00400001_GX010029_07.03.2023-07.09.2023_07.04.2023-11:18am,10.972404730617608,2023-07-04,NA
00400001_GX040030_07.03.2023-07.09.2023_07.08.2023-10:00am,00400001,GX040030,00400001_GX040030_07.03.2023-07.09.2023_07.08.2023-10:00am,768.79,1,release_1,00400001_GX040030_07.03.2023-07.09.2023_07.08.2023-10:00am,11.103810775295663,2023-07-08,NA
00400001_GX010038_07.17.2023-07.23.2023_07.18.2023-7:53am,00400001,GX010038,00400001_GX010038_07.17.2023-07.23.2023_07.18.2023-7:53am,1025.05,1,release_1,00400001_GX010038_07.17.2023-07.23.2023_07.18.2023-7:53am,11.432325886990801,2023-07-18,NA
00400001_GX030039_07.17.2023-07.23.2023_07.19.2023-NA,00400001,GX030039,00400001_GX030039_07.17.2023-07.23.2023_07.19.2023-NA,832.85,1,release_1,00400001_GX030039_07.17.2023-07.23.2023_07.19.2023-NA,11.465177398160314,2023-07-19,NA
00400001_GX020041_07.31.2023-08.06.2023_08.01.2023-8:20am,00400001,GX020041,00400001_GX020041_07.31.2023-08.06.2023_08.01.2023-8:20am,768.79,1,release_1,00400001_GX020041_07.31.2023-08.06.2023_08.01.2023-8:20am,11.892247043363994,2023-08-01,NA
00400001_GX010045_07.31.2023-08.06.2023_08.06.2023-5:50pm,00400001,GX010045,00400001_GX010045_07.31.2023-08.06.2023_08.06.2023-5:50pm,768.79,1,release_1,00400001_GX010045_07.31.2023-08.06.2023_08.06.2023-5:50pm,12.056504599211562,2023-08-06,NA
00400001_GX010054_08.07.2023-08.13.2023_08.07.2023-3:45pm,00400001,GX010054,00400001_GX010054_08.07.2023-08.13.2023_08.07.2023-3:45pm,768.79,1,release_1,00400001_GX010054_08.07.2023-08.13.2023_08.07.2023-3:45pm,12.089356110381077,2023-08-07,NA
00400001_GX010054_08.07.2023-08.13.2023_08.07.2023-3:45pm,00400001,GX010054,00400001_GX010054_08.21.2023-08.27.2023_08.22.2023-7:23am,960.98,1,release_1,00400001_GX010054_08.21.2023-08.27.2023_08.22.2023-7:23am,12.582128777923783,2023-08-22,NA
00400001_GX040046_08.07.2023-08.13.2023_08.07.2023-9:36am,00400001,GX040046,00400001_GX040046_08.07.2023-08.13.2023_08.07.2023-9:36am,477.74,1,release_1,00400001_GX040046_08.07.2023-08.13.2023_08.07.2023-9:36am,12.089356110381077,2023-08-07,NA
00400001_GX010051_08.14.2023-08.20.2023_NA-NA,00400001,GX010051,00400001_GX010051_08.14.2023-08.20.2023_08.19.2023-7:41am,896.92,1,release_1,00400001_GX010051_08.14.2023-08.20.2023_08.19.2023-7:41am,12.483574244415243,2023-08-19,NA
00400001_GX010056_08.21.2023-08.27.2023_08.24.2023-7:08am,00400001,GX010056,00400001_GX010056_08.21.2023-08.27.2023_08.24.2023-7:08am,896.92,1,release_1,00400001_GX010056_08.21.2023-08.27.2023_08.24.2023-7:08am,12.64783180026281,2023-08-24,NA
00400001_GX010060_08.21.2023-08.27.2023_08.26.2023-9:27am,00400001,GX010060,00400001_GX010060_08.21.2023-08.27.2023_08.26.2023-9:27am,832.85,1,release_1,00400001_GX010060_08.21.2023-08.27.2023_08.26.2023-9:27am,12.713534822601838,2023-08-26,NA
00400001_GX010063_08.28.2023-09.03.2023_09.02.2023-9:36am,00400001,GX010063,00400001_GX010063_08.28.2023-09.03.2023_09.02.2023-9:36am,768.79,1,release_1,00400001_GX010063_08.28.2023-09.03.2023_09.02.2023-9:36am,12.943495400788436,2023-09-02,NA
00400001_GX030064_09.04.2023-09.10.2023_09.03.2023-8:22am,00400001,GX030064,00400001_GX030064_08.28.2023-09.03.2023_09.03.2023-8:22am,768.79,1,release_1,00400001_GX030064_08.28.2023-09.03.2023_09.03.2023-8:22am,12.976346911957949,2023-09-03,NA
00400001_GX030064_09.04.2023-09.10.2023_09.03.2023-8:22am,00400001,GX030064,00400001_GX030064_09.04.2023-09.10.2023_09.04.2023-9:09am,832.85,1,release_1,00400001_GX030064_09.04.2023-09.10.2023_09.04.2023-9:09am,13.009198423127463,2023-09-04,NA
00400001_GX010066_09.04.2023-09.10.2023_09.06.2023-8:38am,00400001,GX010066,00400001_GX010066_09.04.2023-09.10.2023_09.06.2023-8:38am,896.92,1,release_1,00400001_GX010066_09.04.2023-09.10.2023_09.06.2023-8:38am,13.074901445466491,2023-09-06,NA
00400001_GX020069_09.11.2023-09.17.2023_09.11.2023-8:59am,00400001,GX020069,00400001_GX020069_09.11.2023-09.17.2023_09.11.2023-8:59am,695.26,1,release_1,00400001_GX020069_09.11.2023-09.17.2023_09.11.2023-8:59am,13.23915900131406,2023-09-11,NA
00400001_GX040071_09.17.2023-09.24.2023_09.19.2023-8:52am,00400001,GX040071,00400001_GX040071_09.18.2023-09.24.2023_09.19.2023-8:52am,361.23,1,release_1,00400001_GX040071_09.18.2023-09.24.2023_09.19.2023-8:52am,13.501971090670171,2023-09-19,NA
00400001_GX020073_09.17.2023-09.24.2023_09.23.2023-8:47am,00400001,GX020073,00400001_GX020073_09.18.2023-09.24.2023_09.23.2023-8:47am,896.92,1,release_1,00400001_GX020073_09.18.2023-09.24.2023_09.23.2023-8:47am,13.633377135348226,2023-09-23,NA
00400001_GX010077_09.25.2023-10.01.2023_09.28.2023-6:20pm,00400001,GX010077,00400001_GX010077_09.25.2023-10.01.2023_09.28.2023-6:20pm,832.85,1,release_1,00400001_GX010077_09.25.2023-10.01.2023_09.28.2023-6:20pm,13.797634691195794,2023-09-28,NA
00400001_GX030078_09.25.2023-10.01.2023_09.29.2023-7:58am,00400001,GX030078,00400001_GX030078_09.25.2023-10.01.2023_09.29.2023-7:58am,422.06,1,release_1,00400001_GX030078_09.25.2023-10.01.2023_09.29.2023-7:58am,13.830486202365309,2023-09-29,NA
