release_1_filename,subject_id,video_id,filename,duration,num_lang,cohort,video_name,age_in_months,date_tested,comments
00400001_GX010080_10.02.2023-10.08.2023_10.01.2023-8:24am,00400001,GX010080,00400001_GX010080_09.25.2023-10.01.2023_10.01.2023-8:24am,960.98,1,release_1,00400001_GX010080_09.25.2023-10.01.2023_10.01.2023-8:24am,13.896189224704337,2023-10-01,NA
00400001_GX010080_10.02.2023-10.08.2023_10.01.2023-8:24am,00400001,GX010080,00400001_GX010080_10.02.2023-10.08.2023_10.02.2023-5:15pm,896.92,1,release_1,00400001_GX010080_10.02.2023-10.08.2023_10.02.2023-5:15pm,13.92904073587385,2023-10-02,NA
00400001_GX020086_10.02.2023-10.08.2023_10.07.2023-5:21pm,00400001,GX020086,00400001_GX020086_10.02.2023-10.08.2023_10.07.2023-5:21pm,768.79,1,release_1,00400001_GX020086_10.02.2023-10.08.2023_10.07.2023-5:21pm,14.09329829172142,2023-10-07,NA
00400001_GX010093_10.16.2023-10.22.2023_10.14.2023-NA,00400001,GX010093,00400001_GX010093_10.09.2023-10.15.2023_10.14.2023-NA,768.79,1,release_1,00400001_GX010093_10.09.2023-10.15.2023_10.14.2023-NA,14.323258869908015,2023-10-14,NA
00400001_GX010093_10.16.2023-10.22.2023_10.14.2023-NA,00400001,GX010093,00400001_GX010093_10.16.2023-10.22.2023_10.17.2023-6:10pm,832.85,1,release_1,00400001_GX010093_10.16.2023-10.22.2023_10.17.2023-6:10pm,14.421813403416557,2023-10-17,NA
00400001_GX020095_10.16.2023-10.22.2023_10.21.2023-9:42am,00400001,GX020095,00400001_GX020095_10.16.2023-10.22.2023_10.21.2023-9:42am,568.3,1,release_1,00400001_GX020095_10.16.2023-10.22.2023_10.21.2023-9:42am,14.553219448094612,2023-10-21,NA
00400001_GX010100_10.23.2023-10.29.2023_10.29.2023-5:38pm,00400001,GX010100,00400001_GX010100_10.23.2023-10.29.2023_10.29.2023-5:38pm,896.92,1,release_1,00400001_GX010100_10.23.2023-10.29.2023_10.29.2023-5:38pm,14.816031537450723,2023-10-29,NA
00400001_GX010103_10.30.2023-11.05.2023_11.05.2023-9:06am,00400001,GX010103,00400001_GX010103_10.30.2023-11.05.2023_11.05.2023-9:06am,726.79,1,release_1,00400001_GX010103_10.30.2023-11.05.2023_11.05.2023-9:06am,15.045992115637318,2023-11-05,NA
00400001_GX010109_11.06.2023-11.12.2023_11.11.2023-5:41pm,00400001,GX010109,00400001_GX010109_11.06.2023-11.12.2023_11.11.2023-5:41pm,832.85,1,release_1,00400001_GX010109_11.06.2023-11.12.2023_11.11.2023-5:41pm,15.243101182654401,2023-11-11,NA
00400001_GX020111_11.13.2023-11.19.2023_11.18.2023-10:23am,00400001,GX020111,00400001_GX020111_11.13.2023-11.19.2023_11.18.2023-10:23am,768.79,1,release_1,00400001_GX020111_11.13.2023-11.19.2023_11.18.2023-10:23am,15.473061760840999,2023-11-18,NA
00400001_GX010117_12.11.2023-12.17.2023_12.16.2023-8:34am,00400001,GX010117,00400001_GX010117_12.11.2023-12.17.2023_12.16.2023-8:34am,704.73,1,release_1,00400001_GX010117_12.11.2023-12.17.2023_12.16.2023-8:34am,16.392904073587385,2023-12-16,NA
00400001_GX010117_12.11.2023-12.17.2023_12.16.2023-8:34am,00400001,GX010117,00400001_GX010117_12.18.2023-12.24.2023_12.18.2023-6:23pm,832.85,1,release_1,00400001_GX010117_12.18.2023-12.24.2023_12.18.2023-6:23pm,16.45860709592641,2023-12-18,NA
00400001_GX020118_12.18.2023-12.24.2023_12.21.2023-8:43am,00400001,GX020118,00400001_GX020118_12.18.2023-12.24.2023_12.21.2023-8:43am,832.85,1,release_1,00400001_GX020118_12.18.2023-12.24.2023_12.21.2023-8:43am,16.557161629434955,2023-12-21,NA
00400001_GX020120_12.18.2023-12.24.2023_12.25.2023-6:17pm,00400001,GX020120,00400001_GX020120_12.18.2023-12.24.2023_12.25.2023-6:17pm,768.79,1,release_1,00400001_GX020120_12.18.2023-12.24.2023_12.25.2023-6:17pm,16.68856767411301,2023-12-25,NA
00400001_GX010122_12.25.2023-12.31.2023_12.31.2023-8:19am,00400001,GX010122,00400001_GX010122_12.25.2023-12.31.2023_12.31.2023-8:19am,832.85,1,release_1,00400001_GX010122_12.25.2023-12.31.2023_12.31.2023-8:19am,16.88567674113009,2023-12-31,NA
00400001_GX010128_01.01.2024-01.07.2024_2024-01-09-00:41:58,00400001,GX010128,00400001_GX010128_01.08.2024-01.14.2024_01.08.2024-10:53am,704.73,1,release_1,00400001_GX010128_01.08.2024-01.14.2024_01.08.2024-10:53am,17.1484888304862,2024-01-08,NA
00400001_GX010131_01.08.2024-01.14.2024_01.14.2024-8:28am,00400001,GX010131,00400001_GX010131_01.08.2024-01.14.2024_01.14.2024-8:28am,559.16,1,release_1,00400001_GX010131_01.08.2024-01.14.2024_01.14.2024-8:28am,17.345597897503286,2024-01-14,NA
00400001_GX010134_01.22.2024-01.28.2024_01.21.2024-10:15am,00400001,GX010134,00400001_GX010134_01.22.2024-01.28.2024_01.21.2024-10:15am,610.84,1,release_1,00400001_GX010134_01.22.2024-01.28.2024_01.21.2024-10:15am,17.57555847568988,2024-01-21,NA
00400001_GX030141_01.29.2024-02.04.2024_01.31.2024-5:59pm,00400001,GX030141,00400001_GX030141_01.29.2024-02.04.2024_01.31.2024-5:59pm,546.65,1,release_1,00400001_GX030141_01.29.2024-02.04.2024_01.31.2024-5:59pm,17.904073587385017,2024-01-31,NA
00400001_GX010148_02.19.2024-02.25.2024_02.19.2024-8:30am,00400001,GX010148,00400001_GX010148_02.19.2024-02.25.2024_02.19.2024-8:30am,768.79,1,release_1,00400001_GX010148_02.19.2024-02.25.2024_02.19.2024-8:30am,18.528252299605782,2024-02-19,NA
00400001_GX010161_03.04.2024-03.10.2024_03.10.2024-9:05am,00400001,GX010161,00400001_GX010161_03.04.2024-03.10.2024_03.10.2024-9:05am,832.85,1,release_1,00400001_GX010161_03.04.2024-03.10.2024_03.10.2024-9:05am,19.185282522996058,2024-03-10,NA
00400001_GX010166_03.25.2024-03.31.2024_03.17.2024-6:52pm,00400001,GX010166,00400001_GX010166_03.11.2024-03.17.2024_03.17.2024-6:52pm,768.79,1,release_1,00400001_GX010166_03.11.2024-03.17.2024_03.17.2024-6:52pm,19.415243101182654,2024-03-17,NA
00400001_GX010166_03.25.2024-03.31.2024_03.17.2024-6:52pm,00400001,GX010166,00400001_GX010166_03.25.2024-03.31.2024_03.30.2024-5:07pm,768.79,1,release_1,00400001_GX010166_03.25.2024-03.31.2024_03.30.2024-5:07pm,19.842312746386334,2024-03-30,NA
00400001_GX040167_03.25.2024-03.31.2024_03.31.2024-9:20am,00400001,GX040167,00400001_GX040167_03.25.2024-03.31.2024_03.31.2024-9:20am,896.92,1,release_1,00400001_GX040167_03.25.2024-03.31.2024_03.31.2024-9:20am,19.87516425755585,2024-03-31,NA
00400001_GX020171_04.15.2024-04.21.2024_04.21.2024-10:04am,00400001,GX020171,00400001_GX020171_04.15.2024-04.21.2024_04.21.2024-10:04am,813.36,1,release_1,00400001_GX020171_04.15.2024-04.21.2024_04.21.2024-10:04am,20.565045992115635,2024-04-21,NA
00400002_GX030011_11.20.2023-11.26.2023_11.26.2023-10:51am,00400002,GX030011,00400002_GX030011_11.20.2023-11.26.2023_11.26.2023-10:51am,645.58,1,release_1,00400002_GX030011_11.20.2023-11.26.2023_11.26.2023-10:51am,13.009198423127463,2023-11-26,NA
00400002_GX020013_12.04.2023-12.10.2023_12.05.2023-NA,00400002,GX020013,00400002_GX020013_12.04.2023-12.10.2023_12.05.2023-NA,768.79,1,release_1,00400002_GX020013_12.04.2023-12.10.2023_12.05.2023-NA,13.304862023653088,2023-12-05,NA
00400002_GX020021_12.11.2023-12.17.2023_12.17.2023-7:47pm,00400002,GX020021,00400002_GX020021_12.11.2023-12.17.2023_12.17.2023-7:47pm,940.81,1,release_1,00400002_GX020021_12.11.2023-12.17.2023_12.17.2023-7:47pm,13.699080157687254,2023-12-17,NA
00400002_GX010023-2_12.18.2023-12.24.2023_12.20.2023-9:51am,00400002,GX010023-2,00400002_GX010023-2_12.18.2023-12.24.2023_12.20.2023-9:51am,960.98,1,release_1,00400002_GX010023-2_12.18.2023-12.24.2023_12.20.2023-9:51am,13.797634691195794,2023-12-20,NA
00400002_GX030029_12.25.2023-12.31.2023_12.28.2023-NA,00400002,GX030029,00400002_GX030029_12.25.2023-12.31.2023_12.28.2023-NA,1089.11,1,release_1,00400002_GX030029_12.25.2023-12.31.2023_12.28.2023-NA,14.060446780551905,2023-12-28,NA
00400002_GX010031_01.01.2024-01.07.2024_01.06.2024-8:22am,00400002,GX010031,00400002_GX010031_01.01.2024-01.07.2024_01.06.2024-8:22am,960.98,1,release_1,00400002_GX010031_01.01.2024-01.07.2024_01.06.2024-8:22am,14.35611038107753,2024-01-06,NA
00400002_GX010031_01.01.2024-01.07.2024_01.06.2024-8:22am,00400002,GX010031,00400002_GX010031_01.08.2024-01.14.2024_01.13.2024-NA,832.85,1,release_1,00400002_GX010031_01.08.2024-01.14.2024_01.13.2024-NA,14.586070959264125,2024-01-13,NA
00400002_GX020033_01.15.2024-01.21.2024_01.20.2024-9:01am,00400002,GX020033,00400002_GX020033_01.15.2024-01.21.2024_01.20.2024-9:01am,896.92,1,release_1,00400002_GX020033_01.15.2024-01.21.2024_01.20.2024-9:01am,14.816031537450723,2024-01-20,NA
00400002_GX020031-1_01.08.2024-01.14.2024_2024-01-21-02:11:37,00400002,GX020031-1,00400002_GX020031-1_01.08.2024-01.14.2024_01.14.2024-NA,1601.62,1,release_1,00400002_GX020031-1_01.08.2024-01.14.2024_01.14.2024-NA,14.61892247043364,2024-01-14,NA
00400002_GX030039_01.29.2024-02.04.2024_02.01.2024-9:57am,00400002,GX030039,00400002_GX030039_01.29.2024-02.04.2024_02.01.2024-9:57am,832.85,1,release_1,00400002_GX030039_01.29.2024-02.04.2024_02.01.2024-9:57am,15.210249671484888,2024-02-01,NA
00400002_GX030043_02.05.2024-02.11.2024_02.11.2024-8:23am,00400002,GX030043,00400002_GX030043_02.05.2024-02.11.2024_02.11.2024-8:23am,707.48,1,release_1,00400002_GX030043_02.05.2024-02.11.2024_02.11.2024-8:23am,15.538764783180026,2024-02-11,NA
00400002_GX010045_02.12.2024-02.18.2024_02.12.2024-6:20pm,00400002,GX010045,00400002_GX010045_02.12.2024-02.18.2024_02.12.2024-6:20pm,1089.11,1,release_1,00400002_GX010045_02.12.2024-02.18.2024_02.12.2024-6:20pm,15.571616294349539,2024-02-12,NA
00400002_GX010045_02.12.2024-02.18.2024_02.12.2024-6:20pm,00400002,GX010045,00400002_GX010045_02.19.2024-02.25.2024_02.20.2024-10:36am,1089.11,1,release_1,00400002_GX010045_02.19.2024-02.25.2024_02.20.2024-10:36am,15.83442838370565,2024-02-20,NA
00400002_GX020046_02.19.2024-02.25.2024_02.18.2024-8:29am,00400002,GX020046,00400002_GX020046_02.12.2024-02.18.2024_02.18.2024-8:29am,1153.17,1,release_1,00400002_GX020046_02.12.2024-02.18.2024_02.18.2024-8:29am,15.768725361366622,2024-02-18,NA
00400002_GX020046_02.19.2024-02.25.2024_02.18.2024-8:29am,00400002,GX020046,00400002_GX020046_02.19.2024-02.25.2024_02.25.2024-11:26am,1153.17,1,release_1,00400002_GX020046_02.19.2024-02.25.2024_02.25.2024-11:26am,15.99868593955322,2024-02-25,NA
00400002_GX020046_02.19.2024-02.25.2024_02.18.2024-8:29am,00400002,GX020046,00400002_GX020046_03.04.2024-03.10.2024_03.04.2024-5:35pm,14.12,1,release_1,00400002_GX020046_03.04.2024-03.10.2024_03.04.2024-5:35pm,16.26149802890933,2024-03-04,NA
00400002_GX010047_03.04.2024-03.10.2024_03.01.2024-6:14pm,00400002,GX010047,00400002_GX010047_02.26.2024-03.03.2024_03.01.2024-6:14pm,1153.17,1,release_1,00400002_GX010047_02.26.2024-03.03.2024_03.01.2024-6:14pm,16.16294349540079,2024-03-01,NA
00400002_GX010047_03.04.2024-03.10.2024_03.01.2024-6:14pm,00400002,GX010047,00400002_GX010047_03.04.2024-03.10.2024_03.10.2024-9:42am,2178.2,1,release_1,00400002_GX010047_03.04.2024-03.10.2024_03.10.2024-9:42am,16.45860709592641,2024-03-10,NA
00400002_GX010047_03.04.2024-03.10.2024_03.01.2024-6:14pm,00400002,GX010047,00400002_GX010047_03.18.2024-03.24.2024_03.18.2024-8:57am,1153.17,1,release_1,00400002_GX010047_03.18.2024-03.24.2024_03.18.2024-8:57am,16.72141918528252,2024-03-18,NA
00400002_GX020048_03.04.2024-03.10.2024_03.10.2024-NA,00400002,GX020048,00400002_GX020048_03.04.2024-03.10.2024_03.10.2024-NA,896.92,1,release_1,00400002_GX020048_03.04.2024-03.10.2024_03.10.2024-NA,16.45860709592641,2024-03-10,NA
00400002_GX020048_03.04.2024-03.10.2024_03.10.2024-NA,00400002,GX020048,00400002_GX020048_03.18.2024-03.24.2024_03.18.2024-7:17pm,1153.17,1,release_1,00400002_GX020048_03.18.2024-03.24.2024_03.18.2024-7:17pm,16.72141918528252,2024-03-18,NA
00400002_GX020047_02.26.2024-03.03.2024_03.18.2024-8:57am,00400002,GX020047,00400002_GX020047_02.26.2024-03.03.2024_03.01.2024-6:14pm,1153.17,1,release_1,00400002_GX020047_02.26.2024-03.03.2024_03.01.2024-6:14pm,16.16294349540079,2024-03-01,NA
00400002_GX020047_02.26.2024-03.03.2024_03.18.2024-8:57am,00400002,GX020047,00400002_GX020047_03.18.2024-03.24.2024_03.18.2024-8:57am,832.85,1,release_1,00400002_GX020047_03.18.2024-03.24.2024_03.18.2024-8:57am,16.72141918528252,2024-03-18,NA
00400002_GX010051_03.25.2024-03.31.2024_03.25.2024-5:56pm,00400002,GX010051,00400002_GX010051_03.25.2024-03.31.2024_03.25.2024-5:56pm,1025.05,1,release_1,00400002_GX010051_03.25.2024-03.31.2024_03.25.2024-5:56pm,16.95137976346912,2024-03-25,NA
00400002_GX010051_03.25.2024-03.31.2024_03.25.2024-5:56pm,00400002,GX010051,00400002_GX010051_04.08.2024-04.14.2024_04.14.2024-9:13am,768.79,1,release_1,00400002_GX010051_04.08.2024-04.14.2024_04.14.2024-9:13am,17.608409986859396,2024-04-14,NA
00400002_GX040052_04.01.2024-04.07.2024_04.01.2024-9:52am,00400002,GX040052,00400002_GX040052_04.01.2024-04.07.2024_04.01.2024-9:52am,450.28,1,release_1,00400002_GX040052_04.01.2024-04.07.2024_04.01.2024-9:52am,17.181340341655716,2024-04-01,NA
00400002_GX010054_04.08.2024-04.14.2024_04.14.2024-NA,00400002,GX010054,00400002_GX010054_04.08.2024-04.14.2024_04.14.2024-NA,704.73,1,release_1,00400002_GX010054_04.08.2024-04.14.2024_04.14.2024-NA,17.608409986859396,2024-04-14,NA
00400002_GX010054_04.08.2024-04.14.2024_04.14.2024-NA,00400002,GX010054,00400002_GX010054_04.22.2024-04.28.2024_04.23.2024-10:09am,328.4,1,release_1,00400002_GX010054_04.22.2024-04.28.2024_04.23.2024-10:09am,17.904073587385017,2024-04-23,NA
00400002_GX010057_04.29.2024-05.05.2024_2024-05-05-21:10:03,00400002,GX010057,00400002_GX010057_04.29.2024-05.05.2024_05.05.2024-10:50am,706.84,1,ongoing,00400002_GX010057_04.29.2024-05.05.2024_05.05.2024-10:50am,18.298291721419183,2024-05-05,NA
00430001_GX010006_07.10.2023-07.16.2023_07.12.2023-NA,00430001,GX010006,00430001_GX010006_07.10.2023-07.16.2023_07.12.2023-NA,517.01,1,release_1,00430001_GX010006_07.10.2023-07.16.2023_07.12.2023-NA,11.662286465177397,2023-07-12,NA
00430001_GX020013_07.17.2023-07.23.2023_07.21.2023-7:29am,00430001,GX020013,00430001_GX020013_07.17.2023-07.23.2023_07.21.2023-7:29am,830.27,1,release_1,00430001_GX020013_07.17.2023-07.23.2023_07.21.2023-7:29am,11.957950065703022,2023-07-21,NA
00430001_GX010017_03.18.2024-03.24.2024_07.28.2023-NA,00430001,GX010017,00430001_GX010017_07.24.2023-07.30.2023_07.28.2023-NA,896.92,1,release_1,00430001_GX010017_07.24.2023-07.30.2023_07.28.2023-NA,12.187910643889618,2023-07-28,NA
00430001_GX010021_07.31.2023-08.06.2023_08.04.2023-7:41am,00430001,GX010021,00430001_GX010021_07.31.2023-08.06.2023_08.04.2023-7:41am,896.92,1,release_1,00430001_GX010021_07.31.2023-08.06.2023_08.04.2023-7:41am,12.417871222076215,2023-08-04,NA
00430001_GX030022_08.07.2023-08.13.2023_08.08.2023-6:08pm,00430001,GX030022,00430001_GX030022_08.07.2023-08.13.2023_08.08.2023-6:08pm,852.01,1,release_1,00430001_GX030022_08.07.2023-08.13.2023_08.08.2023-6:08pm,12.54927726675427,2023-08-08,NA
00430001_GX020027_08.21.2023-08.27.2023_08.23.2023-NA,00430001,GX020027,00430001_GX020027_08.21.2023-08.27.2023_08.23.2023-NA,960.98,1,release_1,00430001_GX020027_08.21.2023-08.27.2023_08.23.2023-NA,13.042049934296976,2023-08-23,NA
00430001_GX030030_08.28.2023-09.03.2023_09.02.2023-9:16am,00430001,GX030030,00430001_GX030030_08.28.2023-09.03.2023_09.02.2023-9:16am,768.79,1,release_1,00430001_GX030030_08.28.2023-09.03.2023_09.02.2023-9:16am,13.370565045992116,2023-09-02,NA
00430001_GX020033_09.04.2023-09.10.2023_09.10.2023-NA,00430001,GX020033,00430001_GX020033_09.04.2023-09.10.2023_09.10.2023-NA,704.73,1,release_1,00430001_GX020033_09.04.2023-09.10.2023_09.10.2023-NA,13.633377135348226,2023-09-10,NA
00430001_GX040034_09.11.2023-09.17.2023_09.16.2023-NA,00430001,GX040034,00430001_GX040034_09.11.2023-09.17.2023_09.16.2023-NA,514.52,1,release_1,00430001_GX040034_09.11.2023-09.17.2023_09.16.2023-NA,13.830486202365309,2023-09-16,NA
00430001_GX010038_09.25.2023-10.01.2023_09.30.2023-NA,00430001,GX010038,00430001_GX010038_09.25.2023-10.01.2023_09.30.2023-NA,960.98,1,release_1,00430001_GX010038_09.25.2023-10.01.2023_09.30.2023-NA,14.290407358738502,2023-09-30,NA
00430001_GX020041_10.02.2023-10.08.2023_10.06.2023-NA,00430001,GX020041,00430001_GX020041_10.02.2023-10.08.2023_10.06.2023-NA,768.79,1,release_1,00430001_GX020041_10.02.2023-10.08.2023_10.06.2023-NA,14.487516425755585,2023-10-06,NA
00430001_GX020046_10.23.2023-10.29.2023_10.29.2023-10:21am,00430001,GX020046,00430001_GX020046_10.23.2023-10.29.2023_10.29.2023-10:21am,739.01,1,release_1,00430001_GX020046_10.23.2023-10.29.2023_10.29.2023-10:21am,15.243101182654401,2023-10-29,NA
00430001_GX020049__11.10.2023-5:16pm,00430001,GX020049,00430001_GX020049_11.06.2023-11.12.2023_11.10.2023-5:16pm,896.92,1,release_1,00430001_GX020049_11.06.2023-11.12.2023_11.10.2023-5:16pm,15.637319316688567,2023-11-10,NA
00430001_GX010050__2023-11-20-14:25:41,00430001,GX010050,00430001_GX010050_11.13.2023-11.19.2023_11.17.2023-8:12am,960.98,1,release_1,00430001_GX010050_11.13.2023-11.19.2023_11.17.2023-8:12am,15.867279894875164,2023-11-17,NA
00430001_GX030053_11.20.2023-11.26.2023_2023-11-27-13:09:47,00430001,GX030053,00430001_GX030053_11.20.2023-11.26.2023_11.21.2023-7:56am,321.81,1,release_1,00430001_GX030053_11.20.2023-11.26.2023_11.21.2023-7:56am,15.99868593955322,2023-11-21,NA
00430001_GX030055_11.27.2023-12.03.2023_12.03.2023-NA,00430001,GX030055,00430001_GX030055_11.27.2023-12.03.2023_12.03.2023-NA,1025.05,1,release_1,00430001_GX030055_11.27.2023-12.03.2023_12.03.2023-NA,16.392904073587385,2023-12-03,NA
00430001_GX020056_12.04.2023-12.10.2023_12.05.2023-NA,00430001,GX020056,00430001_GX020056_12.04.2023-12.10.2023_12.05.2023-NA,896.92,1,release_1,00430001_GX020056_12.04.2023-12.10.2023_12.05.2023-NA,16.45860709592641,2023-12-05,NA
00430001_GX020059_12.11.2023-12.17.2023_12.16.2023-NA,00430001,GX020059,00430001_GX020059_12.11.2023-12.17.2023_12.16.2023-NA,832.85,1,release_1,00430001_GX020059_12.11.2023-12.17.2023_12.16.2023-NA,16.819973718791065,2023-12-16,NA
00430001_GX010061_12.18.2023-12.24.2023_12.22.2023-5:49pm,00430001,GX010061,00430001_GX010061_12.18.2023-12.24.2023_12.22.2023-5:49pm,832.85,1,release_1,00430001_GX010061_12.18.2023-12.24.2023_12.22.2023-5:49pm,17.017082785808146,2023-12-22,NA
00430001_GX010063_01.08.2024-01.14.2024_01.13.2024-NA,00430001,GX010063,00430001_GX010063_01.08.2024-01.14.2024_01.13.2024-NA,832.85,1,release_1,00430001_GX010063_01.08.2024-01.14.2024_01.13.2024-NA,17.73981603153745,2024-01-13,NA
00430001_GX020065_01.15.2024-01.21.2024_01.16.2024-NA,00430001,GX020065,00430001_GX020065_01.15.2024-01.21.2024_01.16.2024-NA,546.35,1,release_1,00430001_GX020065_01.15.2024-01.21.2024_01.16.2024-NA,17.83837056504599,2024-01-16,NA
00430001_GX020071_01.22.2024-01.28.2024_01.27.2024-NA,00430001,GX020071,00430001_GX020071_01.22.2024-01.28.2024_01.27.2024-NA,768.79,1,release_1,00430001_GX020071_01.22.2024-01.28.2024_01.27.2024-NA,18.199737187910642,2024-01-27,NA
00440001_GX020041-1_02.19.2024-02.25.2024_02.19.2024-NA,00440001,GX020041-1,00440001_GX020041-1_02.19.2024-02.25.2024_02.19.2024-NA,354.05,1,release_1,00440001_GX020041-1_02.19.2024-02.25.2024_02.19.2024-NA,13.469119579500656,2024-02-19,NA
00440001_GX020043_03.04.2024-03.10.2024_02.25.2024-NA,00440001,GX020043,00440001_GX020043_02.19.2024-02.25.2024_02.25.2024-NA,832.85,1,release_1,00440001_GX020043_02.19.2024-02.25.2024_02.25.2024-NA,13.66622864651774,2024-02-25,NA
00440001_GX020043_03.04.2024-03.10.2024_02.25.2024-NA,00440001,GX020043,00440001_GX020043_03.04.2024-03.10.2024_03.04.2024-NA,960.98,1,release_1,00440001_GX020043_03.04.2024-03.10.2024_03.04.2024-NA,13.92904073587385,2024-03-04,NA
00440001_GX010048_04.22.2024-04.28.2024_04.22.2024-NA,00440001,GX010048,00440001_GX010048_04.22.2024-04.28.2024_04.22.2024-NA,1025.05,1,release_1,00440001_GX010048_04.22.2024-04.28.2024_04.22.2024-NA,15.538764783180026,2024-04-22,NA
00460001_GX030005_02.12.2024-02.18.2024_02.14.2024-1:47pm,00460001,GX030005,00460001_GX030005_02.12.2024-02.18.2024_02.14.2024-1:47pm,402.33,1,release_1,00460001_GX030005_02.12.2024-02.18.2024_02.14.2024-1:47pm,11.038107752956636,2024-02-14,NA
00460001_GX020011_02.26.2024-03.03.2024_NA-NA,00460001,GX020011,00460001_GX020011_02.26.2024-03.03.2024_02.26.2024-NA,704.73,1,release_1,00460001_GX020011_02.26.2024-03.03.2024_02.26.2024-NA,11.432325886990801,2024-02-26,NA
00490001_GX010001_12.18.2023-12.24.2023_12.20.2023-8:30pm,00490001,GX010001,00490001_GX010001_12.18.2023-12.24.2023_12.20.2023-8:30pm,704.73,1,release_1,00490001_GX010001_12.18.2023-12.24.2023_12.20.2023-8:30pm,12.417871222076215,2023-12-20,NA
00490001_GX020005_12.25.2023-12.31.2023_12.28.2023-8:52am,00490001,GX020005,00490001_GX020005_12.25.2023-12.31.2023_12.28.2023-8:52am,658.09,1,release_1,00490001_GX020005_12.25.2023-12.31.2023_12.28.2023-8:52am,12.680683311432325,2023-12-28,NA
00490001_GX030007_01.01.2024-01.07.2024_01.05.2024-12:09pm,00490001,GX030007,00490001_GX030007_01.01.2024-01.07.2024_01.05.2024-12:09pm,704.73,1,release_1,00490001_GX030007_01.01.2024-01.07.2024_01.05.2024-12:09pm,12.943495400788436,2024-01-05,NA
00490001_GX020009_01.15.2024-01.21.2024_01.17.2024-7:52am,00490001,GX020009,00490001_GX020009_01.15.2024-01.21.2024_01.17.2024-7:52am,832.85,1,release_1,00490001_GX020009_01.15.2024-01.21.2024_01.17.2024-7:52am,13.337713534822601,2024-01-17,NA
00490001_GX030018_02.12.2024-02.18.2024_02.18.2024-12:57pm,00490001,GX030018,00490001_GX030018_02.12.2024-02.18.2024_02.18.2024-12:57pm,832.85,1,release_1,00490001_GX030018_02.12.2024-02.18.2024_02.18.2024-12:57pm,14.388961892247043,2024-02-18,NA
00490001_GX030018_02.12.2024-02.18.2024_02.18.2024-12:57pm,00490001,GX030018,00490001_GX030018_03.11.2024-03.17.2024_03.13.2024-1:43pm,704.73,1,release_1,00490001_GX030018_03.11.2024-03.17.2024_03.13.2024-1:43pm,15.177398160315374,2024-03-13,NA
00490001_GX030018_02.12.2024-02.18.2024_02.18.2024-12:57pm,00490001,GX030018,00490001_GX030018_03.18.2024-03.24.2024_03.20.2024-4:42pm,230.81,1,release_1,00490001_GX030018_03.18.2024-03.24.2024_03.20.2024-4:42pm,15.407358738501971,2024-03-20,NA
00490001_GX010018_03.18.2024-03.24.2024_02.18.2024-12:57pm,00490001,GX010018,00490001_GX010018_02.12.2024-02.18.2024_02.18.2024-12:57pm,768.79,1,release_1,00490001_GX010018_02.12.2024-02.18.2024_02.18.2024-12:57pm,14.388961892247043,2024-02-18,NA
00490001_GX010018_03.18.2024-03.24.2024_02.18.2024-12:57pm,00490001,GX010018,00490001_GX010018_03.11.2024-03.17.2024_03.13.2024-1:43pm,704.73,1,release_1,00490001_GX010018_03.11.2024-03.17.2024_03.13.2024-1:43pm,15.177398160315374,2024-03-13,NA
00490001_GX010018_03.18.2024-03.24.2024_02.18.2024-12:57pm,00490001,GX010018,00490001_GX010018_03.18.2024-03.24.2024_03.20.2024-4:42pm,704.73,1,release_1,00490001_GX010018_03.18.2024-03.24.2024_03.20.2024-4:42pm,15.407358738501971,2024-03-20,NA
00490001_GX030020_04.01.2024-04.07.2024_03.31.2024-4:50pm,00490001,GX030020,00490001_GX030020_04.01.2024-04.07.2024_03.31.2024-4:50pm,400.41,1,release_1,00490001_GX030020_04.01.2024-04.07.2024_03.31.2024-4:50pm,15.768725361366622,2024-03-31,NA
00510001_GX020005_03.25.2024-03.31.2024_03.28.2024-NA,00510001,GX020005,00510001_GX020005_03.25.2024-03.31.2024_03.28.2024-NA,573.55,1,release_1,00510001_GX020005_03.25.2024-03.31.2024_03.28.2024-NA,12.417871222076215,2024-03-28,NA
00510001_GX010009_04.08.2024-04.14.2024_04.11.2024-12:57pm,00510001,GX010009,00510001_GX010009_04.08.2024-04.14.2024_04.11.2024-12:57pm,478.21,1,release_1,00510001_GX010009_04.08.2024-04.14.2024_04.11.2024-12:57pm,12.877792378449408,2024-04-11,NA
00510001_GX030013_04.08.2024-04.14.2024_04.13.2024-5:31pm,00510001,GX030013,00510001_GX030013_04.08.2024-04.14.2024_04.13.2024-5:31pm,367.81,1,release_1,00510001_GX030013_04.08.2024-04.14.2024_04.13.2024-5:31pm,12.943495400788436,2024-04-13,NA
00510001_GX020024_04.15.2024-04.21.2024_04.21.2024-5:49pm,00510001,GX020024,00510001_GX020024_04.15.2024-04.21.2024_04.21.2024-5:49pm,704.73,1,release_1,00510001_GX020024_04.15.2024-04.21.2024_04.21.2024-5:49pm,13.206307490144546,2024-04-21,NA
00510001_GX030025_04.22.2024-04.28.2024_04.24.2024-5:08pm,00510001,GX030025,00510001_GX030025_04.22.2024-04.28.2024_04.24.2024-5:08pm,896.92,1,release_1,00510001_GX030025_04.22.2024-04.28.2024_04.24.2024-5:08pm,13.304862023653088,2024-04-24,NA
